1 _ 1				1 _ 2				1 _ 3				1 _ 4				1 _ 5				1 _ 6			
Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1
сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм
0	-1,606146	0,0001	0	0	-1,467069	6,666667E-05	0,003814697	0	-1,042684	6,666667E-05	0,007629395	0	-1,065731	0,0001	0,003814697	0	-1,370907	0,0001	0	0	-1,296997	0,0001333333	0,003814697
0,02	-1,606941	0,009166666	0,003814697	0,02	-1,455943	0,0092	-0,00445048	0,02	-1,063347	0,0094	0	0,02	-1,070499	0,0096	0	0,02	-1,36137	0,0098	-0,00445048	0,02	-1,303355	0,009566667	0,003814697
0,04	-1,59502	0,03883334	0,003814697	0,04	-1,438459	0,03903333	0	0,04	-1,045863	0,03913333	0,007629395	0,04	-1,043479	0,0401	0,003814697	0,04	-1,324018	0,0402	0	0,04	-1,269182	0,03953333	0
0,06	-1,496474	0,08866667	0,007629395	0,06	-1,352628	0,08886667	0	0,06	-0,9504954	0,08913334	0,003814697	0,06	-0,9481112	0,08936667	0,007629395	0,06	-1,253287	0,08963333	0	0,06	-1,160304	0,08936667	0,003814697
0,08	-1,427333	0,1577333	0,003814697	0,08	-1,309713	0,1579	0,003814697	0,08	-0,8861224	0,1582	0,003814697	0,08	-0,9012222	0,1583	0,003814697	0,08	-1,22865	0,1582	0,003814697	0,08	-1,121362	0,1582	0
0,1	-1,384417	0,2466	0,007629395	0,1	-1,294613	0,2467667	0	0,1	-0,8749962	0,2467667	0,007629395	0,1	-0,8742015	0,247	0,003814697	0,1	-1,191298	0,2470333	0	0,1	-1,116594	0,2471667	0,003814697
0,12	-1,298586	0,3552333	0,01144409	0,12	-1,22865	0,3555333	0	0,12	-0,8249283	0,3554	0,003814697	0,12	-0,825723	0,3557	0,003814697	0,12	-1,134872	0,3554667	0,003814697	0,12	-1,087983	0,3555333	0,003814697
0,14	-1,21514	0,4840667	0,007629395	0,14	-1,176993	0,4839	0	0,14	-0,7891655	0,484	0,003814697	0,14	-0,7756551	0,4843333	0,003814697	0,14	-1,090368	0,4842667	0,003814697	0,14	-1,042684	0,4840667	0
0,16	-1,087189	0,6319	0,09473165	0,16	-1,115004	0,6322	0	0,16	-0,7239978	0,6324667	0,08710226	0,16	-0,7311503	0,6323333	0,007629395	0,16	-1,058578	0,6325	0,003814697	0,16	-0,975132	0,6322333	0,003814697
0,18	-0,9735425	0,8003667	0,1029968	0,18	-1,022021	0,8004667	0	0,18	-0,6866455	0,8005334	0,1029968	0,18	-0,6786982	0,8005667	0,007629395	0,18	-1,000563	0,8004333	0,003814697	0,18	-0,9234746	0,8006334	0
0,2	-0,8145968	0,9890667	0,1856486	0,2	-0,9290377	0,9891334	0,003814697	0,2	-0,623862	0,989	0,1818339	0,2	-0,6349881	0,9892	0,003814697	0,2	-0,9020169	0,9892333	0	0,2	-0,8829435	0,9891667	0,003814697
0,22	-0,6540616	1,197633	0,2772013	0,22	-0,8416176	1,197633	0	0,22	-0,5380313	1,1976	0,1818339	0,22	-0,5873044	1,197833	0,09854635	0,22	-0,8368492	1,197833	0,07883707	0,22	-0,8273125	1,197633	0,003814697
0,24	-0,4665057	1,425533	0,3757477	0,24	-0,7518132	1,425633	0,09091695	0,24	-0,474453	1,425633	0,2613068	0,24	-0,5284945	1,425733	0,1742045	0,24	-0,7653236	1,425667	0,09854635	0,24	-0,7549922	1,425767	0,003814697
0,26	-0,2733866	1,6744	0,5067189	0,26	-0,6683667	1,674267	0,1068115	0,26	-0,3902117	1,674433	0,4711151	0,26	-0,5038579	1,674567	0,1742045	0,26	-0,6810824	1,674467	0,1742045	0,26	-0,6922086	1,674567	0,1621246
0,28	-0,02384186	1,942533	0,5741119	0,28	-0,5960464	1,9424	0,2848307	0,28	-0,3353755	1,942667	0,550588	0,28	-0,4140536	1,9427	0,1742045	0,28	-0,6071727	1,942767	0,1742045	0,28	-0,6071727	1,942733	0,2689362
0,3	0,1955032	2,231033	0,7088979	0,3	-0,5443891	2,2311	0,3999074	0,3	-0,2733866	2,230933	0,617981	0,3	-0,3385544	2,231067	0,1742045	0,3	-0,4951159	2,2312	0,2727509	0,3	-0,5404155	2,231267	0,4590352
0,32	0,4784266	2,539233	0,7362366	0,32	-0,4728635	2,539333	0,4475912	0,32	-0,2098083	2,539533	0,6135305	0,32	-0,2463659	2,539333	0,2613068	0,32	-0,4307429	2,539533	0,4552206	0,32	-0,4553795	2,539433	0,3757477
0,34	0,7724762	2,865967	0,8907318	0,34	-0,3679594	2,865933	0,371933	0,34	-0,111262	2,865867	0,7006328	0,34	-0,1446406	2,866033	0,4514059	0,34	-0,3655752	2,865933	0,5976359	0,34	-0,3814697	2,866033	0,3916422
0,36	0,9814898	3,197067	0,9269714	0,36	-0,2527237	3,1969	0,3916422	0,36	0,002384186	3,197167	0,7724762	0,36	-0,1049042	3,197067	0,5461375	0,36	-0,3226598	3,1971	0,6891887	0,36	-0,286897	3,1971	0,4787445
0,38	1,172225	3,529333	1,092911	0,38	-0,2082189	3,529267	0,5779266	0,38	0,05960464	3,529333	0,96639	0,38	-0,07947286	3,529433	0,6135305	0,38	-0,3115336	3,529367	0,7088979	0,38	-0,2233187	3,529333	0,5461375
0,4	1,239777	3,862067	1,184464	0,4	-0,1772245	3,862067	0,7209778	0,4	0,1239777	3,861933	1,049677	0,4	-0,01033147	3,862167	0,7088979	0,4	-0,2749761	3,862033	0,7724762	0,4	-0,1811981	3,862033	0,617981
0,42	1,478195	4,1953	1,370112	0,42	-0,1160304	4,195133	0,875473	0,42	0,243187	4,195434	1,223882	0,42	0,1263618	4,195533	0,7088979	0,42	-0,158151	4,195333	0,8869171	0,42	-0,09377798	4,1954	0,7088979
0,44	1,735687	4,528433	1,457214	0,44	-0,06198883	4,528433	0,9702047	0,44	0,3194809	4,5285	1,160304	0,44	0,2042453	4,528533	0,7762909	0,44	-0,06198883	4,5284	1,037598	0,44	-0,03576279	4,528433	0,7762909
0,46	1,964569	4,861867	1,627604	0,46	0,04371007	4,8617	0,9702047	0,46	0,3616015	4,861733	1,220067	0,46	0,2773603	4,862033	0,8595784	0,46	0,05642573	4,861933	1,1247	0,46	0,05404155	4,8619	0,9625753
0,48	2,200603	5,195133	1,738866	0,48	0,1827876	5,195067	1,049677	0,48	0,4585584	5,195133	1,239777	0,48	0,3504753	5,195333	0,9581248	0,48	0,1128515	5,195	1,152674	0,48	0,111262	5,195133	1,045227
0,5	2,428691	5,528267	1,909256	0,5	0,3242493	5,528367	1,073202	0,5	0,5507469	5,528367	1,410166	0,5	0,4514059	5,528433	1,132965	0,5	0,1692772	5,5284	1,231511	0,5	0,1732508	5,528267	1,049677
0,52	2,595584	5,861933	2,051671	0,52	0,4029274	5,8617	1,231511	0,52	0,6365776	5,861733	1,501083	0,52	0,5054474	5,862067	1,314799	0,52	0,2209346	5,861933	1,231511	0,52	0,2479553	5,861967	1,140594
0,54	2,862612	6,195	2,186457	0,54	0,5348523	6,195067	1,350403	0,54	0,7502238	6,1951	1,513163	0,54	0,5801519	6,195034	1,330694	0,54	0,2948443	6,195034	1,310984	0,54	0,3377596	6,1949	1,160304
0,56	3,048579	6,528634	2,309163	0,56	0,6779035	6,528467	1,437505	0,56	0,8511543	6,528433	1,580556	0,56	0,6961823	6,5286	1,255671	0,56	0,4180273	6,5287	1,401901	0,56	0,4299482	6,528467	1,239777
0,58	3,25044	6,861834	2,463659	0,58	0,8042653	6,861767	1,580556	0,58	0,9679794	6,8617	1,592	0,58	0,7772446	6,8618	1,314799	0,58	0,5332629	6,8617	1,513163	0,58	0,5547206	6,861767	1,326879
0,6	3,520648	7,195233	2,598445	0,6	0,9234746	7,195133	1,60408	0,6	1,06732	7,1952	1,707077	0,6	0,8686383	7,1952	1,401901	0,6	0,6516774	7,195233	1,588186	0,6	0,6262462	7,195133	1,501083
0,62	3,629525	7,528333	2,749125	0,62	1,017253	7,528367	1,719157	0,62	1,145204	7,528367	1,873652	0,62	0,9409587	7,5284	1,576106	0,62	0,7836024	7,528367	1,766841	0,62	0,7303556	7,528433	1,513163
0,64	3,760656	7,861767	2,852122	0,64	1,111031	7,8618	1,873652	0,64	1,233419	7,861733	1,95694	0,64	1,013279	7,861867	1,703262	0,64	0,8742015	7,861834	1,877467	0,64	0,8360545	7,861733	1,508713
0,66	3,93947	8,195333	2,927144	0,66	1,221498	8,1951	1,873652	0,66	1,312097	8,195133	2,024333	0,66	1,103083	8,195267	1,78655	0,66	0,898838	8,1952	1,881281	0,66	0,9091695	8,1953	1,508713
0,68	4,074574	8,5283	3,006617	0,68	1,333555	8,528434	1,881281	0,68	1,401901	8,528434	2,024333	0,68	1,207987	8,528367	1,782099	0,68	0,9727478	8,528367	2,003988	0,68	0,9997686	8,528267	1,576106
0,7	4,27564	8,862034	3,228505	0,7	1,434485	8,861834	1,964569	0,7	1,506805	8,8618	2,106984	0,7	1,308918	8,862034	1,790365	0,7	1,028379	8,861967	2,099355	0,7	1,080831	8,861967	1,691182
0,72	4,438559	9,1951	3,406525	0,72	1,526674	9,194934	2,111435	0,72	1,571973	9,195133	2,206167	0,72	1,430511	9,195133	1,881281	0,72	1,062552	9,194867	2,209981	0,72	1,107057	9,195133	1,865387
0,74	4,588763	9,528434	3,588994	0,74	1,582305	9,528434	2,206167	0,74	1,677672	9,528566	2,360662	0,74	1,508395	9,528666	2,012253	0,74	1,118183	9,528566	2,257665	0,74	1,118183	9,528334	2,012253
0,76	4,794598	9,861867	3,651937	0,76	1,650651	9,8617	2,26593	0,76	1,753966	9,861633	2,475739	0,76	1,578331	9,861834	2,198537	0,76	1,225471	9,861733	2,277374	0,76	1,196861	9,861934	2,10317
0,78	4,936059	10,1949	3,691991	0,78	1,707077	10,19497	2,388636	0,78	1,814365	10,1951	2,574921	0,78	1,647472	10,19523	2,356847	0,78	1,360575	10,1951	2,364476	0,78	1,271566	10,195	2,11525
0,8	5,13792	10,5284	3,866196	0,8	1,800855	10,52837	2,487818	0,8	1,906554	10,52833	2,642314	0,8	1,724561	10,5285	2,384822	0,8	1,489321	10,52843	2,364476	0,8	1,350244	10,5284	2,122879
0,82	5,266666	10,86167	4,036585	0,82	1,93278	10,86163	2,586365	0,82	1,955827	10,86167	2,653758	0,82	1,78655	10,86187	2,372742	0,82	1,578331	10,86173	2,467473	0,82	1,455148	10,8617	2,218246
0,84	5,436738	11,19527	4,194895	0,84	2,027353	11,1951	2,649943	0,84	2,012253	11,19517	2,745311	0,84	1,881917	11,1953	2,368927	0,84	1,68403	11,19517	2,543132	0,84	1,603762	11,19517	2,269745
0,86	5,621115	11,52837	4,290263	0,86	2,155304	11,52833	2,662023	0,86	2,097289	11,52837	2,927144	0,86	1,969337	11,52837	2,554576	0,86	1,772245	11,52843	2,634048	0,86	1,719793	11,52837	2,360662
0,88	5,784035	11,86193	4,420599	0,88	2,269745	11,86173	2,76502	0,88	2,15133	11,86187	2,994537	0,88	2,044837	11,86203	2,717336	0,88	1,796881	11,8619	2,824147	0,88	1,775424	11,86187	2,57047
0,9	6,020069	12,19517	4,551569	0,9	2,338886	12,19507	2,927144	0,9	2,218087	12,19507	2,998352	0,9	2,103647	12,195	2,915065	0,9	1,824697	12,19503	2,848307	0,9	1,807213	12,1951	2,642314
0,92	6,16312	12,52843	4,733404	0,92	2,438227	12,5284	3,022512	0,92	2,29915	12,52847	3,093719	0,92	2,139409	12,52857	2,93541	0,92	1,881917	12,52863	2,843857	0,92	1,856486	12,52837	2,729416
0,94	6,256104	12,86187	4,809062	0,94	2,51929	12,86183	3,192902	0,94	2,380212	12,86177	3,252029	0,94	2,24034	12,86187	2,93541	0,94	1,930396	12,86177	2,930959	0,94	1,870791	12,86183	2,745311
0,96	6,421407	13,1951	4,899979	0,96	2,594789	13,195	3,208796	0,96	2,455711	13,1952	3,379186	0,96	2,325376	13,19507	2,998352	0,96	2,0051	13,195	2,990723	0,96	1,901785	13,19507	2,745311
0,98	6,570021	13,5285	5,109787	0,98	2,671878	13,52843	3,283818	0,98	2,514521	13,52847	3,458023	0,98	2,404849	13,5286	3,180822	0,98	2,114773	13,5285	3,101349	0,98	1,978079	13,52843	2,848307
1	6,632805	13,8618	5,228678	1	2,756913	13,8618	3,470103	1	2,595584	13,86167	3,450394	1	2,477964	13,86177	3,355026	1	2,222856	13,86177	3,239949	1	2,042453	13,8618	2,930959
1,02	6,803671	14,1952	5,324046	1,02	2,846718	14,19507	3,564835	1,02	2,703667	14,1952	3,379186	1,02	2,5479	14,1954	3,529231	1,02	2,291997	14,1952	3,351212	1,02	2,135436	14,19523	3,002803
1,04	6,96977	14,52833	5,446752	1,04	2,930164	14,5284	3,667831	1,04	2,759298	14,52843	3,445943	1,04	2,597173	14,52837	3,545125	1,04	2,332528	14,52833	3,370921	1,04	2,260208	14,5283	3,089905
1,06	7,104079	14,86183	5,537669	1,06	2,954801	14,86167	3,727595	1,06	2,829234	14,86173	3,537496	1,06	2,641678	14,862	3,458023	1,06	2,429485	14,86197	3,370921	1,06	2,361933	14,86187	3,184636
1,08	7,230441	15,19507	5,624771	1,08	3,008048	15,19497	3,822327	1,08	2,905528	15,19517	3,73141	1,08	2,733866	15,1952	3,450394	1,08	2,509753	15,19503	3,370921	1,08	2,43187	15,19513	3,355026
1,1	7,389387	15,52833	5,787531	1,1	3,093084	15,52847	3,929774	1,1	2,940496	15,5284	3,905614	1,1	2,813339	15,52843	3,533681	1,1	2,521674	15,5285	3,525416	1,1	2,472401	15,52827	3,442128
1,12	7,512569	15,86193	5,965551	1,12	3,16302	15,86177	3,992717	1,12	3,014405	15,86167	3,917694	1,12	2,860228	15,86197	3,656387	1,12	2,537568	15,86183	3,71933	1,12	2,501011	15,8619	3,545125
1,14	7,712841	16,195	6,124496	1,14	3,232161	16,19507	4,095713	1,14	3,096263	16,19513	3,921509	1,14	2,909501	16,19493	3,901799	1,14	2,609094	16,195	3,909429	1,14	2,573331	16,19497	3,553391
1,16	7,838408	16,52853	6,278992	1,16	3,335476	16,52847	4,171371	1,16	3,158252	16,5284	4,000982	1,16	3,025532	16,52863	3,917694	1,16	2,689362	16,52863	3,997167	1,16	2,636115	16,52847	3,651937
1,18	7,965565	16,8617	6,385803	1,18	3,430843	16,8617	4,325867	1,18	3,262361	16,86163	4,139582	1,18	3,091494	16,8618	4,000982	1,18	2,765656	16,8617	4,016876	1,18	2,710025	16,86177	3,656387
1,2	8,176963	17,19527	6,50088	1,2	3,515879	17,19503	4,416784	1,2	3,363292	17,19513	4,250208	1,2	3,166993	17,19523	4,072189	1,2	2,864202	17,1952	3,997167	1,2	2,787908	17,19517	3,818512
1,22	8,304914	17,52843	6,643295	1,22	3,598531	17,5283	4,512151	1,22	3,403823	17,52837	4,416784	1,22	3,248851	17,5284	4,238764	1,22	2,983411	17,52847	4,068375	1,22	2,861818	17,52843	3,901799
1,24	8,368492	17,8618	6,766001	1,24	3,706614	17,86177	4,594803	1,24	3,48568	17,8619	4,424413	1,24	3,32276	17,86187	4,317602	1,24	3,08911	17,8618	4,135767	1,24	2,930164	17,86177	4,076004
1,26	8,533795	18,19523	6,964365	1,26	3,790855	18,1951	4,590988	1,26	3,548463	18,1951	4,519781	1,26	3,365676	18,19523	4,333496	1,26	3,123283	18,19507	4,317602	1,26	2,987385	18,1952	4,139582
1,28	8,547306	18,52833	7,122675	1,28	3,83695	18,52833	4,674276	1,28	3,607273	18,5285	4,587173	1,28	3,395875	18,5284	4,345576	1,28	3,144741	18,52847	4,491806	1,28	3,033479	18,5283	4,242579
1,3	8,673668	18,86193	7,245382	1,3	3,933112	18,86177	4,590988	1,3	3,685951	18,86167	4,69017	1,3	3,461043	18,86207	4,337311	1,3	3,178914	18,86193	4,515966	1,3	3,10421	18,86193	4,321416
1,32	8,810361	19,19497	7,364273	1,32	3,971259	19,19497	4,709879	1,32	3,733635	19,1952	4,777273	1,32	3,553231	19,19513	4,424413	1,32	3,216267	19,19497	4,416784	1,32	3,149509	19,19503	4,409154
1,34	8,924802	19,5285	7,44311	1,34	3,983974	19,52837	4,876455	1,34	3,759861	19,5285	4,935583	1,34	3,589789	19,5286	4,587173	1,34	3,272692	19,52847	4,512151	1,34	3,188451	19,52833	4,424413
1,36	9,152889	19,86183	7,538477	1,36	4,025301	19,86163	5,094528	1,36	3,811518	19,86157	5,082448	1,36	3,649394	19,86183	4,686356	1,36	3,349781	19,86173	4,575094	1,36	3,261566	19,86187	4,420599
1,38	9,251435	20,195	7,696787	1,38	4,138947	20,195	5,221049	1,38	3,910065	20,1953	5,161285	1,38	3,735224	20,19523	4,840851	1,38	3,407796	20,1951	4,757563	1,38	3,306071	20,195	4,515966
1,4	9,370645	20,5284	7,843653	1,4	4,253387	20,52837	5,315781	1,4	3,973643	20,52837	5,224864	1,4	3,807545	20,52847	4,86056	1,4	3,488858	20,52837	4,931768	1,4	3,356139	20,5284	4,587173
1,42	9,521644	20,86173	7,973989	1,42	4,346371	20,86167	5,315781	1,42	4,029274	20,8617	5,324046	1,42	3,86556	20,86187	4,864375	1,42	3,555616	20,86187	5,078634	1,42	3,412565	20,8618	4,69017
1,44	9,60509	21,1952	8,152644	1,44	4,438559	21,19507	5,423228	1,44	4,096031	21,19513	5,490621	1,44	3,926754	21,19527	5,058289	1,44	3,636678	21,1951	5,078634	1,44	3,504753	21,19517	4,769643
1,46	9,743373	21,52833	8,239746	1,46	4,537106	21,52837	5,601247	1,46	4,169146	21,52837	5,589167	1,46	3,970464	21,52837	5,141576	1,46	3,73284	21,52847	5,137762	1,46	3,567537	21,52833	4,935583
1,48	9,904702	21,862	8,370717	1,48	4,569689	21,86183	5,692164	1,48	4,226367	21,86183	5,589167	1,48	4,025301	21,86207	5,217234	1,48	3,811518	21,8619	5,137762	1,48	3,613631	21,86187	4,951477
1,5	10,03583	22,19517	8,449554	1,5	4,623731	22,1951	5,755743	1,5	4,292329	22,19507	5,589167	1,5	4,068216	22,19497	5,249023	1,5	3,839334	22,19503	5,300522	1,5	3,651778	22,1951	5,078634
1,52	10,16537	22,5285	8,60405	1,52	4,689693	22,5285	5,748113	1,52	4,335245	22,5285	5,661011	1,52	4,117489	22,52857	5,391439	1,52	3,892581	22,5286	5,403519	1,52	3,728867	22,52847	5,157471
1,54	10,20193	22,86187	8,778255	1,54	4,757246	22,86183	5,830765	1,54	4,395644	22,86167	5,743662	1,54	4,179478	22,86187	5,482356	1,54	3,907681	22,86167	5,565643	1,54	3,784497	22,8618	5,228678
1,56	10,30048	23,19513	8,909225	1,56	4,78824	23,19503	5,914052	1,56	4,425049	23,19517	5,906423	1,56	4,240672	23,19513	5,577723	1,56	3,951391	23,1952	5,589167	1,56	3,818671	23,19513	5,308151
1,58	10,41174	23,5284	9,07135	1,58	4,855792	23,52847	6,0215	1,58	4,469553	23,52847	5,99734	1,58	4,310608	23,52857	5,585352	1,58	4,029274	23,52847	5,605062	1,58	3,928344	23,5285	5,32786
1,6	10,48485	23,8616	9,20995	1,6	4,940828	23,86167	6,191254	1,6	4,532337	23,86173	6,013235	1,6	4,373392	23,86183	5,589167	1,6	4,071394	23,86173	5,66864	1,6	4,010995	23,86177	5,407333
1,62	10,63188	24,19517	9,269714	1,62	5,005201	24,19497	6,381989	1,62	4,601479	24,1952	6,076813	1,62	4,476706	24,19533	5,66864	1,62	4,14451	24,19517	5,815506	1,62	4,054705	24,19517	5,49825
1,64	10,80036	24,52837	9,380341	1,64	5,088647	24,52837	6,46464	1,64	4,692078	24,5284	6,163915	1,64	4,532337	24,52837	5,819321	1,64	4,207293	24,52833	5,898158	1,64	4,111926	24,52827	5,65656
1,66	10,90606	24,86187	9,463628	1,66	5,122026	24,86173	6,381989	1,66	4,785856	24,86177	6,274541	1,66	4,561742	24,862	5,922318	1,66	4,26054	24,86197	5,98971	1,66	4,143715	24,8619	5,743662
1,68	11,01096	25,19503	9,602229	1,68	5,209446	25,19503	6,397247	1,68	4,858176	25,19517	6,460825	1,68	4,606247	25,19517	6,060918	1,68	4,324118	25,19493	6,076813	1,68	4,184246	25,19517	5,823135
1,7	11,12382	25,52833	9,72112	1,7	5,288919	25,5284	6,504694	1,7	4,920959	25,5284	6,631216	1,7	4,659494	25,52853	6,080627	1,7	4,379749	25,5286	6,076813	1,7	4,20014	25,52823	5,835215
1,72	11,14209	25,86187	9,883881	1,72	5,360445	25,86163	6,678899	1,72	4,956722	25,86163	6,639481	1,72	4,703204	25,8619	6,017049	1,72	4,431406	25,8618	6,064733	1,72	4,238287	25,86187	5,910238
1,74	11,35111	26,19497	10,07016	1,74	5,377928	26,19503	6,940206	1,74	4,998843	26,19517	6,639481	1,74	4,805724	26,1951	6,013235	1,74	4,504522	26,19503	6,151835	1,74	4,318555	26,19497	6,001154
1,76	11,50052	26,52857	10,19287	1,76	5,44548	26,5284	6,991704	1,76	5,043348	26,5284	6,718318	1,76	4,880428	26,5286	6,15565	1,76	4,563332	26,5285	6,254832	1,76	4,382133	26,5285	6,084442
1,78	11,58873	26,8618	10,2361	1,78	5,533695	26,86173	6,999969	1,78	5,092621	26,8617	6,8175	1,78	4,905065	26,86173	6,369909	1,78	4,594326	26,8617	6,448746	1,78	4,433791	26,86173	6,266912
1,8	11,81364	27,19527	10,3906	1,8	5,618731	27,1951	6,995519	1,8	5,141894	27,1952	6,991704	1,8	4,932086	27,19523	6,540298	1,8	4,65552	27,19523	6,623586	1,8	4,521211	27,1952	6,385803
1,82	11,83271	27,5284	10,46181	1,82	5,698999	27,52837	7,098516	1,82	5,144278	27,5284	7,082621	1,82	4,971822	27,5284	6,544113	1,82	4,722277	27,52843	6,726583	1,82	4,599889	27,52843	6,460825
1,84	11,82	27,86183	10,56925	1,84	5,780061	27,86177	7,261276	1,84	5,187988	27,8618	7,165909	1,84	5,017122	27,86197	6,552378	1,84	4,770756	27,86187	6,722132	1,84	4,645983	27,8618	6,46464
1,86	12,02663	28,19517	10,66017	1,86	5,829334	28,19507	7,399877	1,86	5,241235	28,1951	7,181803	1,86	5,068779	28,19513	6,627401	1,86	4,812876	28,195	6,643295	1,86	4,715919	28,1951	6,457011
1,88	12,0918	28,5283	10,70404	1,88	5,845229	28,52833	7,427851	1,88	5,307992	28,52847	7,249197	1,88	5,089442	28,52847	6,730398	1,88	4,857381	28,52847	6,63503	1,88	4,757246	28,52827	6,385803
1,9	12,17922	28,86193	10,86617	1,9	5,892912	28,8619	7,526398	1,9	5,396207	28,8617	7,396062	1,9	5,136331	28,86197	6,924311	1,9	4,922549	28,86187	6,706873	1,9	4,821619	28,8619	6,540298
1,92	12,34531	29,19507	11,06008	1,92	5,961259	29,195	7,570267	1,92	5,493164	29,19517	7,518768	1,92	5,21183	29,19513	6,984075	1,92	4,944801	29,19503	6,924311	1,92	4,824003	29,1951	6,631216
1,94	12,38585	29,52847	11,27815	1,94	5,999406	29,52843	7,657369	1,94	5,537669	29,52847	7,653554	1,94	5,258719	29,52857	7,067362	1,94	4,974206	29,5285	6,98789	1,94	4,825592	29,52837	6,730398
1,96	12,52254	29,86177	11,50004	1,96	6,001791	29,86177	7,767995	1,96	5,598863	29,86163	7,653554	1,96	5,340576	29,86183	7,078806	1,96	5,044142	29,86173	7,158279	1,96	4,877249	29,8618	6,932577
1,98	12,62585	30,19513	11,71366	1,98	6,090005	30,19497	7,859548	1,98	5,672773	30,19527	7,589976	1,98	5,463759	30,19537	7,082621	1,98	5,103747	30,19517	7,245382	1,98	4,940828	30,1951	6,944021
2	12,65287	30,52847	11,80522	2	6,179015	30,52837	8,053462	2	5,728404	30,5283	7,664999	2	5,535285	30,5284	7,185618	2	5,147457	30,52847	7,387797	2	4,994074	30,52847	6,940206
2,02	12,77129	30,86173	11,80522	2,02	6,246567	30,86163	8,11704	2,02	5,771319	30,8617	7,835388	2,02	5,574226	30,86193	7,249197	2,02	5,241235	30,86193	7,514954	2,02	5,075137	30,8618	6,98789
2,04	12,89288	31,19523	11,85672	2,04	6,321271	31,19507	8,220037	2,04	5,815824	31,1952	7,922491	2,04	5,625089	31,1952	7,403692	2,04	5,315145	31,19507	7,570267	2,04	5,133152	31,19513	7,082621
2,06	13,01368	31,52833	11,92792	2,06	6,435712	31,5284	8,362453	2,06	5,846818	31,5284	8,045833	2,06	5,644957	31,52843	7,562002	2,06	5,389849	31,5285	7,577896	2,06	5,182425	31,5283	7,185618
2,08	13,10746	31,8619	12,14981	2,08	6,513596	31,86177	8,469264	2,08	5,88576	31,86177	8,120854	2,08	5,68072	31,8621	7,574081	2,08	5,435944	31,86187	7,661184	2,08	5,228519	31,8619	7,249197
2,1	13,21952	32,1951	12,31194	2,1	6,567637	32,19503	8,651733	2,1	5,912781	32,1951	8,124669	2,1	5,714893	32,19503	7,664999	2,1	5,488396	32,19503	7,661184	2,1	5,290508	32,19507	7,328669
2,12	13,3125	32,52847	12,44291	2,12	6,60181	32,52834	8,647919	2,12	5,97318	32,52843	8,271535	2,12	5,764166	32,52853	7,664999	2,12	5,552769	32,52857	7,720947	2,12	5,338192	32,5284	7,403692
2,14	13,357	32,86184	12,62093	2,14	6,643931	32,86187	8,663814	2,14	6,066958	32,86173	8,370717	2,14	5,820592	32,86184	7,728577	2,14	5,571842	32,86167	7,740656	2,14	5,381107	32,8618	7,506689
2,16	13,50323	33,19517	12,79132	2,16	6,666183	33,195	8,731206	2,16	6,094774	33,19517	8,453369	2,16	5,877018	33,19523	7,831573	2,16	5,585352	33,1951	7,847468	2,16	5,425612	33,1951	7,562002
2,18	13,62165	33,52843	12,96171	2,18	6,674925	33,5283	8,825938	2,18	6,150404	33,52843	8,564631	2,18	5,941391	33,52853	8,017858	2,18	5,648136	33,5284	8,014043	2,18	5,463759	33,52847	7,657369
2,2	13,63595	33,86173	13,0291	2,2	6,740093	33,86177	8,905411	2,2	6,229083	33,86177	8,647919	2,2	6,007353	33,86187	8,108775	2,2	5,698999	33,8618	8,184433	2,2	5,483627	33,86173	7,736842
2,22	13,75198	34,19513	13,13591	2,22	6,753603	34,19507	8,921306	2,22	6,293456	34,1952	8,74265	2,22	6,051858	34,1953	8,120854	2,22	5,733172	34,1951	8,346558	2,22	5,525748	34,19527	7,918676
2,24	13,85053	34,52827	13,23128	2,24	6,758372	34,5284	9,012222	2,24	6,330013	34,52843	8,829753	2,24	6,130537	34,5284	8,204143	2,24	5,773703	34,5284	8,366267	2,24	5,580584	34,52834	8,037567
2,26	13,88709	34,86197	13,32219	2,26	6,856918	34,86177	9,186427	2,26	6,372929	34,8617	8,909225	2,26	6,183783	34,862	8,207957	2,26	5,822182	34,86197	8,42603	2,26	5,594095	34,86184	8,11704
2,28	14,01186	35,19493	13,48495	2,28	6,988049	35,19497	9,277344	2,28	6,410281	35,19513	8,909225	2,28	6,209215	35,19503	8,350372	2,28	5,882581	35,1949	8,366267	2,28	5,627473	35,19503	8,11704
2,3	14,09531	35,52823	13,59177	2,3	7,046064	35,5284	9,360631	2,3	6,460349	35,5284	8,992513	2,3	6,263256	35,52843	8,43366	2,3	5,950133	35,5285	8,429845	2,3	5,712509	35,52834	8,192062
2,32	14,16763	35,86193	13,71829	2,32	7,106463	35,86173	9,415944	2,32	6,482601	35,86167	9,079616	2,32	6,28074	35,8619	8,647919	2,32	5,993843	35,8618	8,544922	2,32	5,772909	35,8619	8,27535
2,34	14,3377	36,19513	13,80539	2,34	7,169247	36,19507	9,527206	2,34	6,530285	36,19517	9,166718	2,34	6,296635	36,19513	8,810043	2,34	6,06219	36,1951	8,719127	2,34	5,808671	36,19503	8,366267
