1 _ 1			1 _ 2			1 _ 3			1 _ 4			1 _ 5		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
5,21	657,2477	2,601733	5,21	262,7023	0,7809667	5,21	288,6089	0,781	5,21	259,5353	0,7809667	5,21	223,6811	0,7809667
5,22	657,8572	2,606767	5,22	263,2554	0,7824333	5,22	289,1342	0,7824667	5,22	260,0717	0,7824667	5,22	224,2557	0,7824667
5,23	658,4748	2,6118	5,23	263,7998	0,7839333	5,23	289,6571	0,7839667	5,23	260,605	0,7839667	5,23	224,8255	0,7839667
5,24	659,1169	2,616733	5,24	264,3363	0,7854334	5,24	290,1769	0,7854667	5,24	261,1264	0,7854667	5,24	225,3906	0,7854667
5,25	659,7813	2,621567	5,25	264,8656	0,787	5,25	290,6982	0,7869334	5,25	261,6429	0,787	5,25	225,9572	0,7870333
5,26	660,4536	2,626533	5,26	265,3932	0,7885	5,26	291,2172	0,7884667	5,26	262,1635	0,7885333	5,26	226,535	0,7885
5,27	661,118	2,631433	5,27	265,9241	0,79	5,27	291,7282	0,7899667	5,27	262,6967	0,7900333	5,27	227,1215	0,79
5,28	661,7626	2,636367	5,28	266,4637	0,7914667	5,28	292,2328	0,7914667	5,28	263,2379	0,7915	5,28	227,7056	0,7914667
5,29	662,3872	2,641467	5,29	267,0137	0,7929667	5,29	292,7383	0,7929667	5,29	263,7728	0,793	5,29	228,2834	0,7929667
5,3	663,0079	2,646467	5,3	267,566	0,7944334	5,3	293,2477	0,7944667	5,3	264,295	0,7944667	5,3	228,8516	0,7944667
5,31	663,6373	2,651533	5,31	268,1128	0,7959667	5,31	293,7603	0,7959334	5,31	264,8051	0,7959667	5,31	229,4215	0,7959667
5,32	664,2827	2,656667	5,32	268,6501	0,7974667	5,32	294,2737	0,7974333	5,32	265,3162	0,7974333	5,32	229,9992	0,7974333
5,33	664,9319	2,6617	5,33	269,1809	0,7989333	5,33	294,7871	0,7989333	5,33	265,8304	0,7989333	5,33	230,5818	0,7989333
5,34	665,5804	2,6667	5,34	269,707	0,8004333	5,34	295,2989	0,8004333	5,34	266,3438	0,8004	5,34	231,1563	0,8004333
5,35	666,2266	2,671633	5,35	270,2339	0,8019333	5,35	295,8083	0,8019333	5,35	266,854	0,8019333	5,35	231,7198	0,8019333
5,36	666,8703	2,6766	5,36	270,7632	0,8034667	5,36	296,3177	0,8034334	5,36	267,361	0,8035	5,36	232,2793	0,8034667
5,37	667,5013	2,681767	5,37	271,2949	0,8049667	5,37	296,8279	0,8049667	5,37	267,8657	0,8050333	5,37	232,838	0,8049667
5,38	668,1077	2,6869	5,38	271,829	0,8064667	5,38	297,3366	0,8065	5,38	268,3759	0,8065	5,38	233,3967	0,8064667
5,39	668,6998	2,6919	5,39	272,359	0,8079333	5,39	297,8404	0,8079666	5,39	268,898	0,8079333	5,39	233,9538	0,8079333
5,4	669,2966	2,696833	5,4	272,8828	0,8093667	5,4	298,3475	0,8094333	5,4	269,4281	0,8093667	5,4	234,5117	0,8094333
5,41	669,9125	2,7017	5,41	273,4073	0,8108667	5,41	298,8609	0,8109	5,41	269,955	0,8108333	5,41	235,0728	0,8109334
5,42	670,538	2,706667	5,42	273,9366	0,8124334	5,42	299,3727	0,8124334	5,42	270,4668	0,8124334	5,42	235,637	0,8124667
5,43	671,1443	2,711567	5,43	274,4603	0,814	5,43	299,871	0,8139667	5,43	270,9659	0,814	5,43	236,2005	0,8139667
5,44	671,7189	2,7164	5,44	274,9793	0,8155333	5,44	300,3565	0,8155333	5,44	271,4547	0,8155333	5,44	236,7592	0,8154667
5,45	672,276	2,7214	5,45	275,5014	0,8169667	5,45	300,8477	0,8170334	5,45	271,9466	0,817	5,45	237,3179	0,817
5,46	672,8347	2,726467	5,46	276,0331	0,8184667	5,46	301,3539	0,8185334	5,46	272,4584	0,8184667	5,46	237,8853	0,8185
5,47	673,3982	2,731467	5,47	276,5743	0,82	5,47	301,8729	0,8199667	5,47	272,9901	0,82	5,47	238,4631	0,82
5,48	673,968	2,736533	5,48	277,1123	0,8215333	5,48	302,3942	0,8214667	5,48	273,5201	0,8215	5,48	239,0416	0,8215
5,49	674,5585	2,741567	5,49	277,64	0,823	5,49	302,9084	0,8230333	5,49	274,0375	0,823	5,49	239,6075	0,823
5,5	675,1776	2,7466	5,5	278,163	0,8245333	5,5	303,4123	0,8245333	5,5	274,5438	0,8245	5,5	240,1614	0,8245
5,51	675,8197	2,7516	5,51	278,6891	0,8260334	5,51	303,9066	0,8260334	5,51	275,0524	0,8259667	5,51	240,7177	0,826
5,52	676,4753	2,7566	5,52	279,2231	0,8275	5,52	304,4001	0,8274667	5,52	275,5666	0,8274333	5,52	241,282	0,8274667
5,53	677,1295	2,7617	5,53	279,7596	0,8289334	5,53	304,9024	0,8289334	5,53	276,0847	0,8289334	5,53	241,847	0,8289334
5,54	677,7747	2,766767	5,54	280,2928	0,8304667	5,54	305,4166	0,8304334	5,54	276,595	0,8304667	5,54	242,4073	0,8304667
5,55	678,4137	2,7718	5,55	280,8166	0,832	5,55	305,9284	0,8319667	5,55	277,0996	0,8319667	5,55	242,9628	0,832
5,56	679,0463	2,776833	5,56	281,3371	0,8334666	5,56	306,4275	0,8334666	5,56	277,609	0,8334666	5,56	243,5207	0,8335
5,57	679,6781	2,7818	5,57	281,8616	0,835	5,57	306,9186	0,8349667	5,57	278,1272	0,8349667	5,57	244,085	0,835
5,58	680,306	2,786633	5,58	282,3941	0,8365	5,58	307,4161	0,8364667	5,58	278,6509	0,8364667	5,58	244,6524	0,8364667
5,59	680,9235	2,791633	5,59	282,9297	0,838	5,59	307,9224	0,838	5,59	279,1754	0,838	5,59	245,2183	0,8379667
5,6	681,5243	2,796533	5,6	283,4582	0,8395	5,6	308,4318	0,8395	5,6	279,6944	0,8395	5,6	245,7833	0,8394667
5,61	682,0997	2,8015	5,61	283,9812	0,8410333	5,61	308,9356	0,841	5,61	280,2118	0,8410333	5,61	246,3444	0,841
5,62	682,6496	2,8065	5,62	284,5089	0,8425667	5,62	309,4371	0,8425333	5,62	280,7291	0,8425667	5,62	246,9039	0,8425667
5,63	683,1813	2,8114	5,63	285,0421	0,8441	5,63	309,941	0,8440667	5,63	281,2513	0,8441	5,63	247,4642	0,8441
5,64	683,7082	2,8164	5,64	285,5746	0,8456	5,64	310,4472	0,8456	5,64	281,7702	0,8456	5,64	248,0237	0,8456
5,65	684,2422	2,8215	5,65	286,1047	0,8471333	5,65	310,9582	0,8470667	5,65	282,2908	0,8471	5,65	248,5911	0,8470667
5,66	684,7906	2,826567	5,66	286,6419	0,8485667	5,66	311,4748	0,8485333	5,66	282,8137	0,8486	5,66	249,1721	0,8485333
5,67	685,3469	2,8317	5,67	287,1839	0,8500667	5,67	311,9954	0,8500667	5,67	283,3343	0,8501	5,67	249,7609	0,8500667
5,68	682,9023	2,8375	5,68	287,7283	0,8516	5,68	312,5111	0,8515667	5,68	283,8524	0,8516	5,68	250,3403	0,8516
5,69	653,6984	2,842433	5,69	288,2647	0,8530667	5,69	313,019	0,8530667	5,69	284,3666	0,8530667	5,69	250,9014	0,8531
5,7	549,2322	2,8471	5,7	288,7861	0,8545333	5,7	313,5236	0,8545667	5,7	284,8832	0,8546	5,7	251,4569	0,8545667
5,71	359,7069	2,8519	5,71	289,3043	0,8560333	5,71	314,0283	0,8560667	5,71	285,4037	0,8560667	5,71	252,0227	0,856
5,72	162,7485	2,8568	5,72	289,828	0,8575333	5,72	314,5313	0,8575667	5,72	285,9243	0,8575333	5,72	252,5997	0,8575
5,73	44,66136	2,861733	5,73	290,3589	0,8590333	5,73	315,0272	0,8590667	5,73	286,4424	0,8590667	5,73	253,1703	0,8590333
5,74	7,112821	2,865867	5,74	290,8905	0,8605334	5,74	315,5192	0,8605667	5,74	286,9543	0,8605334	5,74	253,729	0,8605334
5,75	1,939932	2,867367	5,75	291,4182	0,862	5,75	316,0175	0,8620334	5,75	287,4637	0,862	5,75	254,2877	0,862
			5,76	291,9412	0,8635	5,76	316,5245	0,8634667	5,76	287,9739	0,8635	5,76	254,8528	0,8635
			5,77	292,4561	0,865	5,77	317,0323	0,8649334	5,77	288,4857	0,865	5,77	255,4186	0,8649667
			5,78	292,9743	0,8665	5,78	317,5346	0,8664667	5,78	288,9967	0,8664667	5,78	255,9805	0,8664667
			5,79	293,4996	0,868	5,79	318,0218	0,868	5,79	289,5045	0,868	5,79	256,5392	0,868
			5,8	294,0289	0,8694667	5,8	318,5034	0,8695334	5,8	290,0155	0,8695	5,8	257,0979	0,8695334
			5,81	294,5534	0,871	5,81	318,9866	0,871	5,81	290,5258	0,871	5,81	257,6566	0,871
			5,82	295,0684	0,8725	5,82	319,4761	0,8725333	5,82	291,0344	0,8725333	5,82	258,2137	0,8725
			5,83	295,5882	0,874	5,83	319,9697	0,874	5,83	291,5414	0,874	5,83	258,774	0,8739667
			5,84	296,1159	0,8755	5,84	320,4616	0,8754667	5,84	292,0453	0,8754667	5,84	259,3358	0,8754333
			5,85	296,646	0,8769667	5,85	320,9567	0,8769667	5,85	292,5515	0,8769333	5,85	259,9033	0,8769333
			5,86	297,1665	0,8784667	5,86	321,4526	0,8784667	5,86	293,0617	0,8784333	5,86	260,4683	0,8784333
			5,87	297,6783	0,88	5,87	321,9445	0,8799667	5,87	293,5751	0,8799667	5,87	261,0278	0,8799667
			5,88	298,1862	0,8814667	5,88	322,4277	0,8814667	5,88	294,0822	0,8814334	5,88	261,5833	0,8814667
			5,89	298,6979	0,8829333	5,89	322,907	0,8829333	5,89	294,5789	0,8829333	5,89	262,1381	0,8829333
			5,9	299,2153	0,8844	5,9	323,3838	0,8844	5,9	295,0748	0,8844333	5,9	262,6952	0,8844
			5,91	299,7359	0,8858667	5,91	323,8638	0,8859333	5,91	295,5715	0,8859333	5,91	263,2523	0,8859333
			5,92	300,2501	0,8874334	5,92	324,3462	0,8874667	5,92	296,065	0,8874667	5,92	263,8062	0,8874667
			5,93	300,7515	0,8889667	5,93	324,831	0,889	5,93	296,5585	0,8889667	5,93	264,3474	0,889
			5,94	301,2498	0,8904667	5,94	325,3206	0,8904334	5,94	297,0592	0,8904	5,94	264,8831	0,8904667
			5,95	301,7592	0,8919333	5,95	325,8101	0,8919	5,95	297,5678	0,8918667	5,95	265,4258	0,8919333
			5,96	302,2822	0,8934333	5,96	326,2989	0,8934	5,96	298,0733	0,8934333	5,96	265,9766	0,8934
			5,97	302,813	0,8949667	5,97	326,7829	0,8949	5,97	298,5692	0,8949333	5,97	266,5258	0,8949333
			5,98	303,332	0,8964667	5,98	327,2549	0,8964667	5,98	299,0548	0,8964667	5,98	267,0677	0,8965
			5,99	303,8327	0,898	5,99	327,7191	0,8979667	5,99	299,5396	0,8979667	5,99	267,6058	0,8979667
			6	304,3278	0,8995	6	328,1855	0,8995	6	300,0307	0,8994667	6	268,1438	0,8994333
			6,01	304,8285	0,9009667	6,01	328,6664	0,9009667	6,01	300,529	0,9009333	6,01	268,6826	0,9009333
			6,02	305,3411	0,9024	6,02	329,1559	0,9024333	6,02	301,0273	0,9024333	6,02	269,2191	0,9025
			6,03	305,8521	0,9039	6,03	329,6407	0,9039667	6,03	301,5224	0,9039333	6,03	269,7516	0,904
			6,04	306,3456	0,9054334	6,04	330,116	0,9054667	6,04	302,0056	0,9054667	6,04	270,2808	0,9054667
			6,05	306,8248	0,907	6,05	330,5848	0,907	6,05	302,4832	0,9070333	6,05	270,8109	0,907
			6,06	307,3065	0,9085333	6,06	331,0561	0,9085	6,06	302,9641	0,9085333	6,06	271,3442	0,9085
			6,07	307,7944	0,91	6,07	331,5306	0,91	6,07	303,4552	0,9100333	6,07	271,879	0,91
			6,08	308,2903	0,9114667	6,08	332,009	0,9114667	6,08	303,9511	0,9114667	6,08	272,4131	0,9114667
			6,09	308,7886	0,9129333	6,09	332,4882	0,9129333	6,09	304,4431	0,9129667	6,09	272,9432	0,9129667
			6,1	309,2821	0,9144667	6,1	332,9619	0,9144667	6,1	304,927	0,9144667	6,1	273,4701	0,9144667
			6,11	309,7646	0,916	6,11	333,4268	0,916	6,11	305,4007	0,9159667	6,11	273,9914	0,916
			6,12	310,2446	0,9175	6,12	333,8846	0,9174667	6,12	305,864	0,9174667	6,12	274,512	0,9174667
			6,13	310,7309	0,9189667	6,13	334,3431	0,9189333	6,13	306,3281	0,9189333	6,13	275,0389	0,9189333
			6,14	311,2229	0,9204333	6,14	334,812	0,9204	6,14	306,797	0,9204333	6,14	275,5737	0,9204333
			6,15	311,7164	0,9219334	6,15	335,2857	0,9219334	6,15	307,2691	0,9219667	6,15	276,1094	0,9219334
			6,16	312,2091	0,9234667	6,16	335,7545	0,9235333	6,16	307,7459	0,9235333	6,16	276,6379	0,9235
			6,17	312,7003	0,9250333	6,17	336,2195	0,9250333	6,17	308,2228	0,9250333	6,17	277,16	0,9250333
			6,18	313,1851	0,9265667	6,18	336,6812	0,9265667	6,18	308,702	0,9265667	6,18	277,6813	0,9265667
			6,19	313,6667	0,9280667	6,19	337,1461	0,9281	6,19	309,1812	0,9281	6,19	278,2067	0,9281
			6,2	314,1523	0,9295334	6,2	337,6198	0,9296667	6,2	309,6676	0,9296	6,2	278,7399	0,9296
			6,21	314,6482	0,931	6,21	338,099	0,9311	6,21	310,1555	0,9310334	6,21	279,2748	0,9310667
			6,22	315,1504	0,9325333	6,22	338,5782	0,9326	6,22	310,6395	0,9325333	6,22	279,808	0,9325667
			6,23	315,6471	0,9340667	6,23	339,0558	0,9341	6,23	311,1204	0,9341	6,23	280,3365	0,9341
			6,24	316,1335	0,9355667	6,24	339,5247	0,9355667	6,24	311,602	0,9356	6,24	280,8611	0,9356
			6,25	316,6119	0,9371	6,25	339,9825	0,9370667	6,25	312,0828	0,9370667	6,25	281,3824	0,9370667
			6,26	317,0896	0,9385334	6,26	340,4339	0,9385334	6,26	312,5604	0,9385	6,26	281,903	0,9385
			6,27	317,572	0,94	6,27	340,8869	0,94	6,27	313,0301	0,9399667	6,27	282,4235	0,9399667
			6,28	318,0575	0,9415	6,28	341,3447	0,9415333	6,28	313,4918	0,9415	6,28	282,944	0,9414667
			6,29	318,5392	0,9430333	6,29	341,8008	0,9430333	6,29	313,952	0,943	6,29	283,4646	0,9430333
			6,3	319,0088	0,9445	6,3	342,2546	0,9445	6,3	314,4145	0,9445	6,3	283,9851	0,9445333
			6,31	319,473	0,946	6,31	342,7053	0,9459667	6,31	314,8818	0,946	6,31	284,5033	0,946
			6,32	319,941	0,9475	6,32	343,1614	0,9474334	6,32	315,3555	0,9474667	6,32	285,0215	0,9474334
			6,33	320,4203	0,9489667	6,33	343,6255	0,9489334	6,33	315,8347	0,9489334	6,33	285,5388	0,9489334
			6,34	320,9098	0,9504667	6,34	344,0881	0,9504334	6,34	316,3139	0,9504	6,34	286,0546	0,9504334
			6,35	321,4057	0,952	6,35	344,545	0,9519667	6,35	316,7876	0,9519333	6,35	286,5664	0,9519667
			6,36	321,8937	0,9535	6,36	344,9973	0,9535	6,36	317,2517	0,9534667	6,36	287,0782	0,9535334
			6,37	322,3713	0,9549667	6,37	345,4542	0,955	6,37	317,7118	0,955	6,37	287,594	0,9550334
			6,38	322,8466	0,9564334	6,38	345,9215	0,9564667	6,38	318,1744	0,9565334	6,38	288,1169	0,9565
			6,39	323,3274	0,9579334	6,39	346,3968	0,9579667	6,39	318,6472	0,958	6,39	288,6486	0,958
			6,4	323,8138	0,9594333	6,4	346,8776	0,9594333	6,4	319,132	0,9594667	6,4	289,1874	0,9594667
			6,41	324,3009	0,9609	6,41	347,3576	0,9609	6,41	319,6287	0,9609333	6,41	289,7286	0,9609
			6,42	324,7881	0,9624	6,42	347,832	0,9624	6,42	320,1238	0,9623667	6,42	290,2627	0,9624
			6,43	325,2729	0,9639333	6,43	348,2962	0,9639333	6,43	320,6062	0,9638667	6,43	290,7904	0,9639
			6,44	325,7561	0,9654334	6,44	348,7516	0,9654334	6,44	321,0735	0,9653667	6,44	291,3133	0,9654334
			6,45	326,2408	0,9669	6,45	349,2045	0,9669334	6,45	321,5321	0,9669	6,45	291,8291	0,9669
			6,46	326,7272	0,9684	6,46	349,6583	0,9684	6,46	321,9891	0,9684	6,46	292,3385	0,9684
			6,47	327,212	0,9699333	6,47	350,1185	0,9699	6,47	322,4516	0,9699333	6,47	292,844	0,9699333
			6,48	327,6992	0,9714667	6,48	350,585	0,9714333	6,48	322,9276	0,9714333	6,48	293,3582	0,9714333
			6,49	328,1903	0,9729667	6,49	351,0523	0,9729667	6,49	323,4172	0,9729334	6,49	293,889	0,9729334
			6,5	328,687	0,9744334	6,5	351,5228	0,9744667	6,5	323,9131	0,9744667	6,5	294,4303	0,9744
			6,51	329,1893	0,9759	6,51	351,994	0,9758667	6,51	324,4082	0,9759334	6,51	294,9675	0,9758667
			6,52	329,69	0,9773667	6,52	352,4661	0,9774	6,52	324,8978	0,9774667	6,52	295,4944	0,9773667
			6,53	330,1843	0,9789	6,53	352,9326	0,9789333	6,53	325,381	0,979	6,53	296,0134	0,9789333
			6,54	330,6715	0,9804667	6,54	353,388	0,9804333	6,54	325,865	0,9805	6,54	296,5331	0,9805
			6,55	331,1539	0,982	6,55	353,8378	0,982	6,55	326,3497	0,982	6,55	297,0568	0,9820334
			6,56	331,6378	0,9834667	6,56	354,2956	0,9835333	6,56	326,8289	0,9835333	6,56	297,5861	0,9835667
			6,57	332,129	0,9849333	6,57	354,7645	0,985	6,57	327,3082	0,9849667	6,57	298,1249	0,9850333
			6,58	332,6297	0,9864333	6,58	355,2381	0,9864667	6,58	327,793	0,9865	6,58	298,6741	0,9865
			6,59	333,1312	0,9879667	6,59	355,7118	0,9879667	6,59	328,2873	0,9880334	6,59	299,2241	0,988
			6,6	333,6271	0,9895334	6,6	356,1846	0,9895334	6,6	328,7792	0,9895334	6,6	299,7629	0,9895
			6,61	334,1158	0,9910667	6,61	356,6496	0,991	6,61	329,2592	0,9910333	6,61	300,2818	0,991
			6,62	334,6078	0,9925333	6,62	357,1097	0,9925333	6,62	329,7265	0,9925	6,62	300,7897	0,9925
			6,63	335,106	0,994	6,63	357,5691	0,994	6,63	330,1907	0,9939667	6,63	301,3047	0,9939667
			6,64	335,6083	0,9955	6,64	358,0324	0,9954666	6,64	330,6635	0,9954666	6,64	301,8276	0,9954666
			6,65	336,1042	0,997	6,65	358,5013	0,9969333	6,65	331,1419	0,997	6,65	302,3505	0,9969333
			6,66	336,589	0,9985	6,66	358,9709	0,9984667	6,66	331,618	0,9984667	6,66	302,8655	0,9984667
			6,67	337,0611	0,9999667	6,67	359,4327	1	6,67	332,0869	0,9999667	6,67	303,3765	0,9999667
			6,68	337,53	1,001433	6,68	359,8793	1,001467	6,68	332,5542	1,001433	6,68	303,8907	1,001433
			6,69	338,0013	1,002933	6,69	360,3188	1,002933	6,69	333,027	1,0029	6,69	304,4113	1,0029
			6,7	338,4765	1,004433	6,7	360,7639	1,004433	6,7	333,5039	1,0044	6,7	304,9318	1,004433
			6,71	338,9478	1,005967	6,71	361,2169	1,005967	6,71	333,9767	1,005933	6,71	305,4412	1,005967
			6,72	339,4127	1,007533	6,72	361,6699	1,007533	6,72	334,4385	1,007533	6,72	305,9379	1,007533
			6,73	339,8728	1,0091	6,73	362,1189	1,009067	6,73	334,8907	1,0091	6,73	306,4299	1,009067
			6,74	340,3369	1,010633	6,74	362,5631	1,0106	6,74	335,3461	1,010633	6,74	306,9369	1,0106
			6,75	340,8114	1,012133	6,75	363,0082	1,012133	6,75	335,8197	1,012133	6,75	307,4575	1,012133
			6,76	341,2954	1,0136	6,76	363,454	1,013633	6,76	336,3093	1,0136	6,76	307,9828	1,013667
			6,77	341,7786	1,015067	6,77	363,9015	1,0151	6,77	336,802	1,015033	6,77	308,5081	1,015133
			6,78	342,2562	1,016533	6,78	364,3568	1,016567	6,78	337,2844	1,016533	6,78	309,0366	1,0166
			6,79	342,7275	1,018067	6,79	364,8146	1,018067	6,79	337,7517	1,018033	6,79	309,5595	1,018067
			6,8	343,1877	1,019567	6,8	365,2652	1,019533	6,8	338,2023	1,019533	6,8	310,0626	1,019533
			6,81	343,6391	1,021067	6,81	365,7063	1,021	6,81	338,6402	1,021	6,81	310,5474	1,021033
			6,82	344,092	1,022533	6,82	366,1394	1,0225	6,82	339,0757	1,0225	6,82	311,0282	1,0225
			6,83	344,5482	1,024033	6,83	366,5654	1,024067	6,83	339,52	1,024	6,83	311,5169	1,024033
			6,84	345,0076	1,025567	6,84	366,9834	1,025633	6,84	339,9666	1,0255	6,84	312,0041	1,0256
			6,85	345,463	1,027067	6,85	367,4006	1,0271	6,85	340,4069	1,027067	6,85	312,4873	1,027067
			6,86	345,9152	1,0285	6,86	367,8242	1,0285	6,86	340,84	1,028567	6,86	312,9697	1,028533
			6,87	346,3674	1,03	6,87	368,2534	1,029967	6,87	341,2715	1,03	6,87	313,4592	1,029967
			6,88	346,8164	1,0315	6,88	368,6841	1,031433	6,88	341,7071	1,031467	6,88	313,952	1,031467
			6,89	347,2606	1,032967	6,89	369,103	1,032967	6,89	342,1489	1,032967	6,89	314,4399	1,032933
			6,9	347,6969	1,0345	6,9	369,5051	1,034467	6,9	342,5924	1,0345	6,9	314,9152	1,034467
			6,91	348,1324	1,036	6,91	369,9048	1,035967	6,91	343,0327	1,036033	6,91	315,3777	1,036
			6,92	348,5703	1,0375	6,92	370,3197	1,037533	6,92	343,4666	1,037567	6,92	315,8418	1,037567
			6,93	349,009	1,039	6,93	370,7512	1,039033	6,93	343,8965	1,039067	6,93	316,3218	1,039067
			6,94	349,4517	1,0405	6,94	371,1891	1,040533	6,94	344,3257	1,040567	6,94	316,8185	1,040567
			6,95	349,9007	1,042	6,95	371,6238	1,042	6,95	344,7604	1,042033	6,95	317,3169	1,042033
			6,96	350,3489	1,043467	6,96	372,0546	1,043433	6,96	345,2015	1,043467	6,96	317,8064	1,043467
			6,97	350,7876	1,0449	6,97	372,4814	1,044933	6,97	345,6505	1,044967	6,97	318,288	1,044933
			6,98	351,2231	1,0464	6,98	372,8986	1,046433	6,98	346,0988	1,0465	6,98	318,7577	1,046433
			6,99	351,6602	1,047933	6,99	373,3079	1,047933	6,99	346,5366	1,047967	6,99	319,2218	1,047933
			7	352,091	1,0494	7	373,7132	1,0494	7	346,9674	1,049467	7	319,6796	1,0494
			7,01	352,5106	1,0509	7,01	374,1193	1,050867	7,01	347,3941	1,050933	7,01	320,1349	1,0509
			7,02	352,9286	1,052467	7,02	374,5333	1,0524	7,02	347,8225	1,052433	7,02	320,5935	1,0524
			7,03	353,3546	1,053967	7,03	374,9521	1,053967	7,03	348,2493	1,053933	7,03	321,0584	1,053933
			7,04	353,7854	1,055467	7,04	375,3662	1,0555	7,04	348,6713	1,055433	7,04	321,5233	1,055467
			7,05	354,2193	1,056933	7,05	375,7747	1,057	7,05	349,0901	1,056933	7,05	321,9891	1,056933
			7,06	354,6564	1,0584	7,06	376,1872	1,058433	7,06	349,5073	1,0584	7,06	322,4579	1,0584
			7,07	355,0935	1,0599	7,07	376,6084	1,0599	7,07	349,9254	1,059933	7,07	322,934	1,059867
			7,08	355,5274	1,061433	7,08	377,028	1,061433	7,08	350,3458	1,0614	7,08	323,4108	1,0614
			7,09	355,9581	1,062967	7,09	377,4333	1,062933	7,09	350,7686	1,062933	7,09	323,8789	1,062967
			7,1	356,3865	1,064533	7,1	377,8251	1,0645	7,1	351,193	1,064467	7,1	324,3415	1,0645
			7,11	356,8085	1,066033	7,11	378,2177	1,066	7,11	351,6173	1,066	7,11	324,8056	1,066
			7,12	357,2369	1,067467	7,12	378,6262	1,0675	7,12	352,0465	1,067467	7,12	325,2753	1,0675
			7,13	357,6732	1,068967	7,13	379,0466	1,068967	7,13	352,4908	1,069	7,13	325,7561	1,069
			7,14	358,1151	1,070533	7,14	379,4678	1,070467	7,14	352,9421	1,070467	7,14	326,2408	1,070467
			7,15	358,5529	1,072	7,15	379,8835	1,071967	7,15	353,3816	1,071967	7,15	326,7209	1,071967
			7,16	358,99	1,0735	7,16	380,2943	1,073467	7,16	353,8036	1,073467	7,16	327,1921	1,0735
			7,17	359,4287	1,074967	7,17	380,7004	1,075	7,17	354,2161	1,074967	7,17	327,6547	1,075
			7,18	359,8658	1,076433	7,18	381,1042	1,0765	7,18	354,6325	1,076467	7,18	328,1125	1,0765
			7,19	360,295	1,077967	7,19	381,511	1,078	7,19	355,0585	1,077933	7,19	328,5718	1,078
			7,2	360,7162	1,079433	7,2	381,9299	1,079467	7,2	355,4893	1,079467	7,2	329,0391	1,079467
			7,21	361,139	1,080933	7,21	382,3527	1,080933	7,21	355,9224	1,080967	7,21	329,5088	1,080933
			7,22	361,5689	1,082467	7,22	382,7747	1,082433	7,22	356,3571	1,082433	7,22	329,9769	1,082467
			7,23	362,0005	1,083967	7,23	383,1919	1,083933	7,23	356,7926	1,083933	7,23	330,4402	1,083933
			7,24	362,4336	1,085433	7,24	383,602	1,085433	7,24	357,2305	1,0854	7,24	330,9035	1,0854
			7,25	362,8691	1,0869	7,25	384,0089	1,0869	7,25	357,6668	1,086867	7,25	331,3716	1,0869
			7,26	363,3086	1,088367	7,26	384,4166	1,0884	7,26	358,1015	1,088333	7,26	331,8509	1,088367
			7,27	363,7457	1,089933	7,27	384,8275	1,089933	7,27	358,5347	1,089933	7,27	332,3333	1,0899
			7,28	364,1756	1,0915	7,28	385,2391	1,0915	7,28	358,9702	1,0915	7,28	332,8069	1,091467
			7,29	364,6064	1,093033	7,29	385,6516	1,093033	7,29	359,4057	1,093067	7,29	333,2702	1,093033
			7,3	365,0443	1,094567	7,3	386,0696	1,094567	7,3	359,8404	1,0946	7,3	333,7359	1,094567
			7,31	365,4949	1,096067	7,31	386,5004	1,096067	7,31	360,2831	1,096067	7,31	334,212	1,096067
			7,32	365,9543	1,097567	7,32	386,9383	1,097567	7,32	360,7384	1,097567	7,32	334,7039	1,097567
			7,33	366,412	1,099067	7,33	387,377	1,099067	7,33	361,2018	1,099067	7,33	335,2062	1,099067
			7,34	366,861	1,100567	7,34	387,8101	1,100567	7,34	361,6595	1,100567	7,34	335,7053	1,1006
			7,35	367,2997	1,102133	7,35	388,2368	1,102067	7,35	362,1054	1,1021	7,35	336,194	1,1021
			7,36	367,7392	1,103567	7,36	388,6549	1,103567	7,36	362,5393	1,103567	7,36	336,6677	1,103567
			7,37	368,1851	1,105033	7,37	389,0737	1,105033	7,37	362,9772	1,105067	7,37	337,1326	1,104967
			7,38	368,6325	1,1065	7,38	389,4941	1,1065	7,38	363,423	1,106533	7,38	337,6063	1,1065
			7,39	369,0751	1,107967	7,39	389,9129	1,108	7,39	363,8657	1,108067	7,39	338,0903	1,108
			7,4	369,5075	1,109533	7,4	390,3214	1,109533	7,4	364,2988	1,109567	7,4	338,5727	1,1095
			7,41	369,9342	1,111	7,41	390,7243	1,111	7,41	364,7296	1,111033	7,41	339,0463	1,111
			7,42	370,365	1,112467	7,42	391,132	1,112433	7,42	365,1627	1,112467	7,42	339,5152	1,112467
			7,43	370,8021	1,1139	7,43	391,5493	1,113867	7,43	365,5998	1,113933	7,43	339,9873	1,113933
			7,44	371,2352	1,115367	7,44	391,9673	1,115367	7,44	366,0329	1,1154	7,44	340,4601	1,115433
			7,45	371,6596	1,116867	7,45	392,3774	1,1169	7,45	366,4597	1,1169	7,45	340,925	1,1169
			7,46	372,0792	1,1184	7,46	392,7732	1,118433	7,46	366,8801	1,118433	7,46	341,3781	1,118367
			7,47	372,4996	1,1199	7,47	393,1681	1,119967	7,47	367,3053	1,1199	7,47	341,8279	1,1199
